SYMBOL,NAME OF COMPANY,sec_bhavdata_full_02122024.csv,sec_bhavdata_full_03122024.csv,sec_bhavdata_full_04122024.csv,sec_bhavdata_full_05122024.csv,sec_bhavdata_full_06122024.csv,sec_bhavdata_full_09122024.csv,sec_bhavdata_full_10122024.csv,sec_bhavdata_full_11122024.csv,sec_bhavdata_full_12122024.csv,sec_bhavdata_full_13122024.csv,sec_bhavdata_full_16122024.csv,sec_bhavdata_full_17122024.csv,sec_bhavdata_full_18122024.csv,sec_bhavdata_full_19122024.csv,sec_bhavdata_full_20122024.csv,sec_bhavdata_full_23122024.csv,sec_bhavdata_full_24122024.csv,sec_bhavdata_full_25122024.csv,sec_bhavdata_full_26122024.csv,sec_bhavdata_full_27122024.csv,sec_bhavdata_full_30122024.csv,sec_bhavdata_full_31122024.csv
20MICRONS,20 Microns Limited,,,,,,,,,,,,,,,,,,,,,,
STARCEMENT,Star Cement Limited,2.76122259281536,4.043843779929762,6.18799222665439,-2.533230591408202,-0.044470797509637026,-2.333283899352414,-1.3514197499620324,3.1913801949717797,9.506762132060462,4.413367235742825,-2.139502522177777,1.1331318876644203,1.3005843841996607,-3.391888961179797,-4.435864050644276,11.486962649753355,-0.9186683522966737,-0.9186683522966737,-2.1776114324600226,0.9478260869565247,-3.243173399948316,3.3696861784998857
STARHEALTH,Star Health and Allied Insurance Company Limited,-0.4896221394358725,3.7330195742860175,1.2476799340070142,0.22405540279051284,-0.711309826237171,-4.175621737795524,-1.2175584748478028,-0.8865823332252061,1.1235955056179725,0.291262135922335,2.430891685489933,0.5565473065210615,1.8065998329156174,1.1693507026361654,-1.490418736692683,-2.181967888019766,1.7676767676767748,1.7676767676767748,0.6100082712985915,-1.9319699928065017,0.7440008383108061,-1.1961722488038278
STARPAPER,Star Paper Mills Limited,17.487720663327337,-5.699739227617042,-0.9481169344219106,1.2275104138970176,1.4096222037385626,0.31513058493416346,-2.1602547551424314,-0.15394088669951736,-1.625479053786176,0.19702668816048616,3.7808366106542763,-1.9894927224183983,-1.0413005272407754,-0.8036229631931813,-0.33121475248410204,-2.815699658703076,1.8391017050968024,1.8391017050968024,0.3357684105449472,-0.6919006919006925,-1.9444444444444362,0.0
STARTECK,Starteck Finance Limited,0.18539117538005193,-0.05551443375276731,0.07406035919273787,-0.07400555041627702,9.998148491020181,5.234808954721431,6.014075495841316,-0.4073627036813416,-5.332525374943197,-4.528724595935342,-3.4696614146832125,7.553394686577532,-1.8889247659024753,-1.0860622017442854,-1.4639826983863031,-1.8065169677528163,-0.18913342503439182,-0.18913342503439182,-1.3953488372093064,0.12229210342418685,6.194381434304659,-1.5938218862964253
STCINDIA,The State Trading Corporation of India Limited,1.4172625127681482,0.6231902303915275,0.9008445417578966,0.5704011408022915,6.608717095123604,-1.7232406175909432,-1.6122388937922807,4.204294001554931,-1.3946280991735576,-0.9079797450672268,-0.2936857562408223,-3.2754050073637715,-1.534807235519831,-1.19378981876661,-4.044071616376617,-0.9003131524008321,0.9150757077024267,0.9150757077024267,-1.141626981538261,1.9730764154678695,-2.8991134407558334,1.2995668110629714
STEELCAS,Steelcast Limited,0.263157894736845,1.418572678415201,1.1276110666091534,-1.1211308798440223,1.7931969435543589,8.711181064229061,1.6482904555073026,-1.8954749643913738,-0.5081527808800486,-2.020542178817983,0.7790571117603201,0.9037685443074002,-0.028165840468679586,1.3185327097537536,-3.8651910349813696,1.347911604766874,-3.39631257491866,-3.39631257491866,-0.18908059560387883,5.126687189201984,-4.105192026129061,0.9160843267367378
STEELCITY,Steel City Securities Limited,3.8032968044939635,1.7743080198722498,0.38354253835425184,-1.8930184091698443,0.6195786864931871,3.149190710767064,-1.9358690090397492,0.7565875293503822,0.7940617987225976,1.875321116629558,7.9768008741699665,-3.339560952825787,-2.472416847869862,0.04954582989265258,-3.936942885440736,-2.422888564309655,1.1006427753808226,1.1006427753808226,-2.6824595018289483,-0.05369608018613573,-0.34921203438395465,5.058855243058671
STEELXIND,STEEL EXCHANGE INDIA LIMITED,0.1853568118628485,1.110083256244211,0.5489478499542589,0.18198362147406347,0.7266121707538608,0.36068530207394883,0.6289308176100494,-0.5357142857142744,0.448833034111301,-1.1617515638963272,0.7233273056057872,-0.6283662477558374,-2.2583559168925023,-2.310536044362292,0.09460737937558927,0.9451795841209797,-1.2172284644194664,-1.2172284644194664,-0.9478672985782125,-1.052631578947363,-0.773694390715668,-0.5847953216374318
STEL,Stel Holdings Limited,0.875848478213269,7.781636639895815,-6.353841506394121,1.935483870967742,2.2151898734177213,1.238390092879257,1.3965341488277314,0.9450085452900348,-1.6333034558310902,-1.5996760149843137,-1.1318036835065337,-3.111666146321155,-2.438238453276052,-2.1248486182979143,-4.578177727784032,1.603206412825654,0.8121591831999071,0.8121591831999071,1.254459661641153,-2.0118208683791696,-6.391369910683217,0.45848822800496225
STERTOOLS,Sterling Tools Limited,6.024183100618958,-3.3331070531532085,-1.4606741573033675,-3.3281071835803906,-1.5554736454109774,-0.41186161449752884,-2.6468155500413597,3.7614891480651926,-1.1761202917969467,-0.9264838806869506,1.8398844370105714,-4.606196341918629,1.252152136484583,1.5999381666409063,-4.937238493723856,-0.040012804097311144,1.7052277639900877,1.7052277639900877,-5.392002518891688,-1.5808303519427573,-1.6992137966015837,-0.5073959408324616
